"07/22/2022","AQS","061030007","1","24","ug/m3 SC","22","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"07/28/2022","AQS","061030007","1","31","ug/m3 SC","29","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"08/03/2022","AQS","061030007","1","23","ug/m3 SC","21","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"08/09/2022","AQS","061030007","1","21","ug/m3 SC","19","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"08/15/2022","AQS","061030007","1","53","ug/m3 SC","49","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"08/21/2022","AQS","061030007","1","27","ug/m3 SC","25","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"08/27/2022","AQS","061030007","1","23","ug/m3 SC","21","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"09/02/2022","AQS","061030007","1","28","ug/m3 SC","26","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"09/08/2022","AQS","061030007","1","30","ug/m3 SC","28","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"09/14/2022","AQS","061030007","1","21","ug/m3 SC","19","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"09/20/2022","AQS","061030007","1","6","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"09/26/2022","AQS","061030007","1","18","ug/m3 SC","17","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/02/2022","AQS","061030007","1","24","ug/m3 SC","22","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/08/2022","AQS","061030007","1","27","ug/m3 SC","25","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/18/2022","AQS","061030007","1","20","ug/m3 SC","19","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/20/2022","AQS","061030007","1","40","ug/m3 SC","37","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/26/2022","AQS","061030007","1","16","ug/m3 SC","15","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/01/2022","AQS","061030007","1","32","ug/m3 SC","30","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/07/2022","AQS","061030007","1","2","ug/m3 SC","2","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/13/2022","AQS","061030007","1","4","ug/m3 SC","4","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/25/2022","AQS","061030007","1","16","ug/m3 SC","15","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/01/2022","AQS","061030007","1","4","ug/m3 SC","4","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/07/2022","AQS","061030007","1","9","ug/m3 SC","8","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/13/2022","AQS","061030007","1","6","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/19/2022","AQS","061030007","1","16","ug/m3 SC","15","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/25/2022","AQS","061030007","1","17","ug/m3 SC","16","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/31/2022","AQS","061030007","1","5","ug/m3 SC","5","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
